Index,Start Time,End Time,Start Time (sec),Text,Movie,Analysis,Language,Sadness,Joy,Fear,Disgust,Anger
13,0:1:51,0:1:53,111,What was that? Peacock?,Get Out,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 23,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.147521,
        ""joy"": 0.41663,
        ""fear"": 0.132744,
        ""disgust"": 0.034898,
        ""anger"": 0.240499
      }
    }
  }
}",en,0.147521,0.41663,0.132744,0.034898,0.240499
14,0:1:54,0:1:58,114,Go straight and a left on...,Get Out,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 28,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.531302,
        ""joy"": 0.124724,
        ""fear"": 0.125293,
        ""disgust"": 0.031521,
        ""anger"": 0.076115
      }
    }
  }
}",en,0.531302,0.124724,0.125293,0.031521,0.076115
15,0:2:13,0:2:14,133,Okay.,Get Out,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 5,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.204706,
        ""joy"": 0.355557,
        ""fear"": 0.097089,
        ""disgust"": 0.027283,
        ""anger"": 0.072823
      }
    }
  }
}",en,0.204706,0.355557,0.097089,0.027283,0.072823
16,0:2:15,0:2:16,135,"All right, just keep on walking, bruh.",Get Out,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 38,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.57461,
        ""joy"": 0.143068,
        ""fear"": 0.04966,
        ""disgust"": 0.014058,
        ""anger"": 0.042198
      }
    }
  }
}",en,0.57461,0.143068,0.04966,0.014058,0.042198
17,0:2:17,0:2:18,137,Don't do nothin' stupid.,Get Out,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 24,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.171826,
        ""joy"": 0.011786,
        ""fear"": 0.15162,
        ""disgust"": 0.080984,
        ""anger"": 0.359096
      }
    }
  }
}",en,0.171826,0.011786,0.15162,0.080984,0.359096
18,0:2:18,0:2:20,138,Just keep on...,Get Out,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 15,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.232747,
        ""joy"": 0.224038,
        ""fear"": 0.155286,
        ""disgust"": 0.039885,
        ""anger"": 0.054114
      }
    }
  }
}",en,0.232747,0.224038,0.155286,0.039885,0.054114
19,0:2:22,0:2:25,142,Fuck this. I'mma fucking go the other way I came.,Get Out,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 49,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.303703,
        ""joy"": 0.012245,
        ""fear"": 0.056592,
        ""disgust"": 0.049643,
        ""anger"": 0.65989
      }
    }
  }
}",en,0.303703,0.012245,0.056592,0.049643,0.65989
20,0:2:26,0:2:28,146,Not today. Not me.,Get Out,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 18,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.210862,
        ""joy"": 0.416653,
        ""fear"": 0.101476,
        ""disgust"": 0.026219,
        ""anger"": 0.063161
      }
    }
  }
}",en,0.210862,0.416653,0.101476,0.026219,0.063161
21,0:2:29,0:2:33,149,"You know how they like to do motherfuckers out here, man. I'm gone.",Get Out,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 67,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.174338,
        ""joy"": 0.194646,
        ""fear"": 0.071864,
        ""disgust"": 0.019444,
        ""anger"": 0.402658
      }
    }
  }
}",en,0.174338,0.194646,0.071864,0.019444,0.402658
22,0:2:40,0:2:43,160,"Yo... Come on, brother, this is...",Get Out,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 34,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.216577,
        ""joy"": 0.441856,
        ""fear"": 0.097916,
        ""disgust"": 0.016669,
        ""anger"": 0.061225
      }
    }
  }
}",en,0.216577,0.441856,0.097916,0.016669,0.061225
23,0:2:43,0:2:45,163,Yo! Yo! Hey!,Get Out,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 12,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.111673,
        ""joy"": 0.744582,
        ""fear"": 0.053612,
        ""disgust"": 0.022023,
        ""anger"": 0.069182
      }
    }
  }
}",en,0.111673,0.744582,0.053612,0.022023,0.069182
24,0:6:39,0:6:40,399,"Sid, Sid, Sid.",Get Out,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 14,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.15838,
        ""joy"": 0.396667,
        ""fear"": 0.12138,
        ""disgust"": 0.021844,
        ""anger"": 0.054717
      }
    }
  }
}",en,0.15838,0.396667,0.12138,0.021844,0.054717
25,0:6:41,0:6:42,401,How's it goin' over there?,Get Out,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 26,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.245352,
        ""joy"": 0.316688,
        ""fear"": 0.137827,
        ""disgust"": 0.037323,
        ""anger"": 0.03306
      }
    }
  }
}",en,0.245352,0.316688,0.137827,0.037323,0.03306
26,0:6:44,0:6:45,404,Good.,Get Out,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 5,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.050172,
        ""joy"": 0.947764,
        ""fear"": 0.030097,
        ""disgust"": 0.005411,
        ""anger"": 0.017436
      }
    }
  }
}",en,0.050172,0.947764,0.030097,0.005411,0.017436
27,0:6:46,0:6:48,406,You got your toothbrush?,Get Out,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 24,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.287007,
        ""joy"": 0.181646,
        ""fear"": 0.037021,
        ""disgust"": 0.287546,
        ""anger"": 0.024761
      }
    }
  }
}",en,0.287007,0.181646,0.037021,0.287546,0.024761
28,0:6:48,0:6:49,408,Check.,Get Out,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 6,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.120798,
        ""joy"": 0.551615,
        ""fear"": 0.101423,
        ""disgust"": 0.023938,
        ""anger"": 0.044193
      }
    }
  }
}",en,0.120798,0.551615,0.101423,0.023938,0.044193
29,0:6:49,0:6:51,409,Do you have your deodorant?,Get Out,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 27,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.400579,
        ""joy"": 0.050063,
        ""fear"": 0.033255,
        ""disgust"": 0.621102,
        ""anger"": 0.047301
      }
    }
  }
}",en,0.400579,0.050063,0.033255,0.621102,0.047301
30,0:6:52,0:6:53,412,Check.,Get Out,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 6,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.120798,
        ""joy"": 0.551615,
        ""fear"": 0.101423,
        ""disgust"": 0.023938,
        ""anger"": 0.044193
      }
    }
  }
}",en,0.120798,0.551615,0.101423,0.023938,0.044193
31,0:6:53,0:6:55,413,Do you have your cozy clothes?,Get Out,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 30,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.044932,
        ""joy"": 0.891804,
        ""fear"": 0.046149,
        ""disgust"": 0.012683,
        ""anger"": 0.018485
      }
    }
  }
}",en,0.044932,0.891804,0.046149,0.012683,0.018485
32,0:6:56,0:6:57,416,Got that.,Get Out,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 9,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.204706,
        ""joy"": 0.355557,
        ""fear"": 0.097089,
        ""disgust"": 0.027283,
        ""anger"": 0.072823
      }
    }
  }
}",en,0.204706,0.355557,0.097089,0.027283,0.072823
33,0:7:0,0:7:1,420,"Can you give me a minute, Sid?",Get Out,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 30,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.13621,
        ""joy"": 0.104487,
        ""fear"": 0.13363,
        ""disgust"": 0.027619,
        ""anger"": 0.158419
      }
    }
  }
}",en,0.13621,0.104487,0.13363,0.027619,0.158419
34,0:7:1,0:7:4,421,We gotta pry something out of your dad.,Get Out,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 39,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.10221,
        ""joy"": 0.324246,
        ""fear"": 0.108617,
        ""disgust"": 0.005364,
        ""anger"": 0.596021
      }
    }
  }
}",en,0.10221,0.324246,0.108617,0.005364,0.596021
35,0:7:8,0:7:9,428,What?,Get Out,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 5,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.165794,
        ""joy"": 0.160991,
        ""fear"": 0.214454,
        ""disgust"": 0.041198,
        ""anger"": 0.077001
      }
    }
  }
}",en,0.165794,0.160991,0.214454,0.041198,0.077001
36,0:7:16,0:7:19,436,Do they know I'm black?,Get Out,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 23,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.21873,
        ""joy"": 0.092105,
        ""fear"": 0.175941,
        ""disgust"": 0.055208,
        ""anger"": 0.075855
      }
    }
  }
}",en,0.21873,0.092105,0.175941,0.055208,0.075855
37,0:7:21,0:7:22,441,No.,Get Out,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 3,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.529063,
        ""joy"": 0.059382,
        ""fear"": 0.113904,
        ""disgust"": 0.060141,
        ""anger"": 0.188391
      }
    }
  }
}",en,0.529063,0.059382,0.113904,0.060141,0.188391
38,0:7:25,0:7:26,445,Should they?,Get Out,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 12,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.165794,
        ""joy"": 0.160991,
        ""fear"": 0.214454,
        ""disgust"": 0.041198,
        ""anger"": 0.077001
      }
    }
  }
}",en,0.165794,0.160991,0.214454,0.041198,0.077001
39,0:7:28,0:7:34,448,"It seems like it's something you might wanna, you know,",Get Out,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 55,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.21571,
        ""joy"": 0.200053,
        ""fear"": 0.171692,
        ""disgust"": 0.031355,
        ""anger"": 0.103613
      }
    }
  }
}",en,0.21571,0.200053,0.171692,0.031355,0.103613
40,0:7:36,0:7:37,456,mention.,Get Out,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 8,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.305012,
        ""joy"": 0.269391,
        ""fear"": 0.087256,
        ""disgust"": 0.034586,
        ""anger"": 0.04249
      }
    }
  }
}",en,0.305012,0.269391,0.087256,0.034586,0.04249
41,0:7:37,0:7:40,457,"""Mom and Dad, my black boyfriend",Get Out,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 32,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.458101,
        ""joy"": 0.176766,
        ""fear"": 0.083476,
        ""disgust"": 0.022022,
        ""anger"": 0.064147
      }
    }
  }
}",en,0.458101,0.176766,0.083476,0.022022,0.064147
42,0:7:40,0:7:42,460,"""will be coming up this weekend",Get Out,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 31,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.086084,
        ""joy"": 0.625896,
        ""fear"": 0.164731,
        ""disgust"": 0.016765,
        ""anger"": 0.051855
      }
    }
  }
}",en,0.086084,0.625896,0.164731,0.016765,0.051855
43,0:7:42,0:7:44,462,"""and I just don't want you to be shocked",Get Out,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 40,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.324139,
        ""joy"": 0.005925,
        ""fear"": 0.224684,
        ""disgust"": 0.316806,
        ""anger"": 0.170279
      }
    }
  }
}",en,0.324139,0.005925,0.224684,0.316806,0.170279
44,0:7:45,0:7:46,465,"""that he's a black man.""",Get Out,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 24,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.146419,
        ""joy"": 0.117389,
        ""fear"": 0.119018,
        ""disgust"": 0.154306,
        ""anger"": 0.121891
      }
    }
  }
}",en,0.146419,0.117389,0.119018,0.154306,0.121891
45,0:7:48,0:7:50,468,You said I was the first black guy you ever dated.,Get Out,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 50,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.241614,
        ""joy"": 0.41734,
        ""fear"": 0.092696,
        ""disgust"": 0.530531,
        ""anger"": 0.018709
      }
    }
  }
}",en,0.241614,0.41734,0.092696,0.530531,0.018709
46,0:7:50,0:7:51,470,"Yeah, so what?",Get Out,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 14,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.149726,
        ""joy"": 0.56346,
        ""fear"": 0.119725,
        ""disgust"": 0.016307,
        ""anger"": 0.050454
      }
    }
  }
}",en,0.149726,0.56346,0.119725,0.016307,0.050454
47,0:7:51,0:7:53,471,"Yeah, so this is uncharted territory for them.",Get Out,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 46,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.223964,
        ""joy"": 0.362819,
        ""fear"": 0.066118,
        ""disgust"": 0.01484,
        ""anger"": 0.067726
      }
    }
  }
}",en,0.223964,0.362819,0.066118,0.01484,0.067726
48,0:7:53,0:7:56,473,"You know, I don't wanna get chased off the lawn with a shotgun.",Get Out,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 63,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.571551,
        ""joy"": 0.04056,
        ""fear"": 0.182215,
        ""disgust"": 0.025463,
        ""anger"": 0.112895
      }
    }
  }
}",en,0.571551,0.04056,0.182215,0.025463,0.112895
49,0:7:56,0:7:57,476,"You're not going to. First of all,",Get Out,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 34,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.151552,
        ""joy"": 0.350823,
        ""fear"": 0.124155,
        ""disgust"": 0.02102,
        ""anger"": 0.1399
      }
    }
  }
}",en,0.151552,0.350823,0.124155,0.02102,0.1399
50,0:7:58,0:8:1,478,my dad would've voted for Obama a third time if he could've.,Get Out,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 60,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.148143,
        ""joy"": 0.360951,
        ""fear"": 0.045388,
        ""disgust"": 0.453488,
        ""anger"": 0.042875
      }
    }
  }
}",en,0.148143,0.360951,0.045388,0.453488,0.042875
51,0:8:1,0:8:3,481,"Like, the love is so real.",Get Out,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 26,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.039208,
        ""joy"": 0.978479,
        ""fear"": 0.005291,
        ""disgust"": 0.002867,
        ""anger"": 0.011965
      }
    }
  }
}",en,0.039208,0.978479,0.005291,0.002867,0.011965
52,0:8:3,0:8:5,483,I'm only telling you that 'cause he's definitely,Get Out,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 48,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.177105,
        ""joy"": 0.108563,
        ""fear"": 0.09146,
        ""disgust"": 0.037238,
        ""anger"": 0.180227
      }
    }
  }
}",en,0.177105,0.108563,0.09146,0.037238,0.180227
53,0:8:5,0:8:6,485,gonna wanna talk to you about that.,Get Out,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 35,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.419556,
        ""joy"": 0.055977,
        ""fear"": 0.218124,
        ""disgust"": 0.029539,
        ""anger"": 0.10935
      }
    }
  }
}",en,0.419556,0.055977,0.218124,0.029539,0.10935
54,0:8:6,0:8:9,486,And it will definitely fucking suck.,Get Out,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 36,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.086903,
        ""joy"": 0.004947,
        ""fear"": 0.046867,
        ""disgust"": 0.043221,
        ""anger"": 0.90196
      }
    }
  }
}",en,0.086903,0.004947,0.046867,0.043221,0.90196
55,0:8:9,0:8:13,489,But that's because he's a lame dad more than anything else.,Get Out,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 59,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.578198,
        ""joy"": 0.069554,
        ""fear"": 0.363026,
        ""disgust"": 0.016854,
        ""anger"": 0.132455
      }
    }
  }
}",en,0.578198,0.069554,0.363026,0.016854,0.132455
56,0:8:14,0:8:15,494,They are not racist.,Get Out,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 20,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.172649,
        ""joy"": 0.006331,
        ""fear"": 0.028712,
        ""disgust"": 0.322353,
        ""anger"": 0.311255
      }
    }
  }
}",en,0.172649,0.006331,0.028712,0.322353,0.311255
57,0:8:17,0:8:19,497,All right. I would've told you.,Get Out,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 31,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.200166,
        ""joy"": 0.290786,
        ""fear"": 0.085838,
        ""disgust"": 0.036476,
        ""anger"": 0.113179
      }
    }
  }
}",en,0.200166,0.290786,0.085838,0.036476,0.113179
58,0:8:20,0:8:22,500,I wouldn't be bringing you home to them.,Get Out,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 40,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.601865,
        ""joy"": 0.032405,
        ""fear"": 0.150466,
        ""disgust"": 0.021426,
        ""anger"": 0.072556
      }
    }
  }
}",en,0.601865,0.032405,0.150466,0.021426,0.072556
