Index,Start Time,End Time,Start Time (sec),Text,Movie,Analysis,Language,Sadness,Joy,Fear,Disgust,Anger
10,0:9:5,0:9:7,545," George, are you okay?  Yeah, yeah, I'm okay.",The Thing,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 45,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.19275,
        ""joy"": 0.50702,
        ""fear"": 0.105157,
        ""disgust"": 0.01674,
        ""anger"": 0.064076
      }
    }
  }
}",en,0.19275,0.50702,0.105157,0.01674,0.064076
11,0:9:7,0:9:10,547, Are you?  Yeah. What's going on there?,The Thing,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 39,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.151111,
        ""joy"": 0.371883,
        ""fear"": 0.157746,
        ""disgust"": 0.033587,
        ""anger"": 0.067613
      }
    }
  }
}",en,0.151111,0.371883,0.157746,0.033587,0.067613
12,0:9:32,0:9:33,572,Watch it.,The Thing,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 9,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.223169,
        ""joy"": 0.348373,
        ""fear"": 0.090808,
        ""disgust"": 0.046018,
        ""anger"": 0.076782
      }
    }
  }
}",en,0.223169,0.348373,0.090808,0.046018,0.076782
13,0:9:58,0:9:59,598,Easy.,The Thing,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 5,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.106079,
        ""joy"": 0.711129,
        ""fear"": 0.094111,
        ""disgust"": 0.01021,
        ""anger"": 0.062407
      }
    }
  }
}",en,0.106079,0.711129,0.094111,0.01021,0.062407
14,0:9:59,0:10:3,599,"Easy, easy, easy. Yes.",The Thing,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 22,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.151672,
        ""joy"": 0.589364,
        ""fear"": 0.090424,
        ""disgust"": 0.017769,
        ""anger"": 0.061523
      }
    }
  }
}",en,0.151672,0.589364,0.090424,0.017769,0.061523
15,0:10:15,0:10:18,615,First goddamn week of winter.,The Thing,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 29,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.208753,
        ""joy"": 0.3127,
        ""fear"": 0.072292,
        ""disgust"": 0.009249,
        ""anger"": 0.244724
      }
    }
  }
}",en,0.208753,0.3127,0.072292,0.009249,0.244724
16,0:10:27,0:10:32,627,"Oh, come on. Four stitches. Barely grazed you.",The Thing,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 46,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.343265,
        ""joy"": 0.177163,
        ""fear"": 0.236681,
        ""disgust"": 0.026105,
        ""anger"": 0.08028
      }
    }
  }
}",en,0.343265,0.177163,0.236681,0.026105,0.08028
17,0:10:33,0:10:38,633,"What were they doing flying that low, shooting at a dog, at us?",The Thing,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 63,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.227104,
        ""joy"": 0.031366,
        ""fear"": 0.30245,
        ""disgust"": 0.060385,
        ""anger"": 0.073116
      }
    }
  }
}",en,0.227104,0.031366,0.30245,0.060385,0.073116
18,0:10:38,0:10:42,638,Stircrazy. Cabin fever. Who knows?,The Thing,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 34,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.320332,
        ""joy"": 0.25678,
        ""fear"": 0.153742,
        ""disgust"": 0.030694,
        ""anger"": 0.052252
      }
    }
  }
}",en,0.320332,0.25678,0.153742,0.030694,0.052252
19,0:10:43,0:10:47,643,"U.S. Number 31, calling McMurdo. Come in. Over.",The Thing,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 47,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.195981,
        ""joy"": 0.415065,
        ""fear"": 0.084963,
        ""disgust"": 0.035465,
        ""anger"": 0.067965
      }
    }
  }
}",en,0.195981,0.415065,0.084963,0.035465,0.067965
20,0:10:49,0:10:54,649,"U.S. Number 31, calling McMurdo. Urgent. Come in. Over.",The Thing,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 55,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.201871,
        ""joy"": 0.326524,
        ""fear"": 0.208303,
        ""disgust"": 0.029234,
        ""anger"": 0.066083
      }
    }
  }
}",en,0.201871,0.326524,0.208303,0.029234,0.066083
21,0:10:56,0:10:57,656,Great.,The Thing,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 6,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.038367,
        ""joy"": 0.972438,
        ""fear"": 0.009222,
        ""disgust"": 0.002829,
        ""anger"": 0.007382
      }
    }
  }
}",en,0.038367,0.972438,0.009222,0.002829,0.007382
22,0:10:57,0:11:0,657," Come on, come on.  Nobody!",The Thing,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 27,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.163652,
        ""joy"": 0.431482,
        ""fear"": 0.105093,
        ""disgust"": 0.028229,
        ""anger"": 0.084896
      }
    }
  }
}",en,0.163652,0.431482,0.105093,0.028229,0.084896
23,0:11:0,0:11:2,660,Nobody. Get a hold of somebody.,The Thing,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 31,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.20767,
        ""joy"": 0.306882,
        ""fear"": 0.09629,
        ""disgust"": 0.030826,
        ""anger"": 0.087364
      }
    }
  }
}",en,0.20767,0.306882,0.09629,0.030826,0.087364
24,0:11:2,0:11:4,662,Get a hold of anybody. We gotta report this mess.,The Thing,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 49,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.224158,
        ""joy"": 0.134612,
        ""fear"": 0.109946,
        ""disgust"": 0.083069,
        ""anger"": 0.2463
      }
    }
  }
}",en,0.224158,0.134612,0.109946,0.083069,0.2463
25,0:11:4,0:11:7,664,"Look, I haven't been able to reach shit in two weeks.",The Thing,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 53,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.240049,
        ""joy"": 0.00246,
        ""fear"": 0.057853,
        ""disgust"": 0.129558,
        ""anger"": 0.663907
      }
    }
  }
}",en,0.240049,0.00246,0.057853,0.129558,0.663907
26,0:11:8,0:11:11,668,"I doubt if anybody's talked to anybody on this entire continent,",The Thing,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 64,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.53089,
        ""joy"": 0.057062,
        ""fear"": 0.22214,
        ""disgust"": 0.021389,
        ""anger"": 0.078625
      }
    }
  }
}",en,0.53089,0.057062,0.22214,0.021389,0.078625
27,0:11:11,0:11:13,671,and you want me to reach somebody!,The Thing,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 34,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.15963,
        ""joy"": 0.539654,
        ""fear"": 0.084618,
        ""disgust"": 0.024976,
        ""anger"": 0.040304
      }
    }
  }
}",en,0.15963,0.539654,0.084618,0.024976,0.040304
28,0:11:25,0:11:26,685,Maybe we're at war with Norway.,The Thing,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 31,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.115636,
        ""joy"": 0.168366,
        ""fear"": 0.126441,
        ""disgust"": 0.025375,
        ""anger"": 0.081483
      }
    }
  }
}",en,0.115636,0.168366,0.126441,0.025375,0.081483
29,0:11:31,0:11:36,691,I was wondering when the El Capitan was gonna get a chance to use his popgun.,The Thing,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 77,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.140785,
        ""joy"": 0.021992,
        ""fear"": 0.734793,
        ""disgust"": 0.02054,
        ""anger"": 0.040107
      }
    }
  }
}",en,0.140785,0.021992,0.734793,0.02054,0.040107
30,0:11:40,0:11:44,700, How long have they been stationed there?  It says here only eight weeks.,The Thing,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 73,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.163087,
        ""joy"": 0.276775,
        ""fear"": 0.118248,
        ""disgust"": 0.026916,
        ""anger"": 0.094253
      }
    }
  }
}",en,0.163087,0.276775,0.118248,0.026916,0.094253
31,0:11:44,0:11:46,704,"Well, that's not long enough for guys to go bonkers.",The Thing,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 52,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.206987,
        ""joy"": 0.531492,
        ""fear"": 0.080136,
        ""disgust"": 0.017415,
        ""anger"": 0.085537
      }
    }
  }
}",en,0.206987,0.531492,0.080136,0.017415,0.085537
32,0:11:46,0:11:49,706,"Bullshit, bwana. Five minutes is enough to put a man over down here.",The Thing,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 68,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.138863,
        ""joy"": 0.10278,
        ""fear"": 0.063348,
        ""disgust"": 0.081804,
        ""anger"": 0.375798
      }
    }
  }
}",en,0.138863,0.10278,0.063348,0.081804,0.375798
33,0:11:49,0:11:50,709,Damn straight.,The Thing,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 14,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.133024,
        ""joy"": 0.263158,
        ""fear"": 0.063901,
        ""disgust"": 0.013804,
        ""anger"": 0.526429
      }
    }
  }
}",en,0.133024,0.263158,0.063901,0.013804,0.526429
34,0:11:50,0:11:54,710,"I mean, look at Palmer. He been the way he is since the first day.",The Thing,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 66,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.265186,
        ""joy"": 0.530073,
        ""fear"": 0.071992,
        ""disgust"": 0.019588,
        ""anger"": 0.048992
      }
    }
  }
}",en,0.265186,0.530073,0.071992,0.019588,0.048992
35,0:11:55,0:11:56,715,How many in their party?,The Thing,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 24,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.154508,
        ""joy"": 0.436495,
        ""fear"": 0.106197,
        ""disgust"": 0.03357,
        ""anger"": 0.045315
      }
    }
  }
}",en,0.154508,0.436495,0.106197,0.03357,0.045315
36,0:11:57,0:11:59,717,They started with 10. There'd be eight others left.,The Thing,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 51,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.310928,
        ""joy"": 0.336932,
        ""fear"": 0.161779,
        ""disgust"": 0.025368,
        ""anger"": 0.066095
      }
    }
  }
}",en,0.310928,0.336932,0.161779,0.025368,0.066095
37,0:11:59,0:12:3,719,How do we know? Guys as crazy as that could have done a lot of damage,The Thing,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 69,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.173569,
        ""joy"": 0.12182,
        ""fear"": 0.166362,
        ""disgust"": 0.042572,
        ""anger"": 0.185972
      }
    }
  }
}",en,0.173569,0.12182,0.166362,0.042572,0.185972
38,0:12:3,0:12:4,723,to their own before they got to us.,The Thing,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 35,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.204706,
        ""joy"": 0.355557,
        ""fear"": 0.097089,
        ""disgust"": 0.027283,
        ""anger"": 0.072823
      }
    }
  }
}",en,0.204706,0.355557,0.097089,0.027283,0.072823
39,0:12:4,0:12:7,724," Nothing we can do about that.  Yes, there is. I wanna go up.",The Thing,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 61,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.222312,
        ""joy"": 0.332316,
        ""fear"": 0.116073,
        ""disgust"": 0.034044,
        ""anger"": 0.077549
      }
    }
  }
}",en,0.222312,0.332316,0.116073,0.034044,0.077549
40,0:12:7,0:12:9,727, In this weather?  Bennings?,The Thing,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 28,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.197814,
        ""joy"": 0.182473,
        ""fear"": 0.222664,
        ""disgust"": 0.047759,
        ""anger"": 0.058407
      }
    }
  }
}",en,0.197814,0.182473,0.222664,0.047759,0.058407
41,0:12:9,0:12:11,729,Winds are gonna let up a tad next couple of hours.,The Thing,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 50,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.379329,
        ""joy"": 0.408385,
        ""fear"": 0.130099,
        ""disgust"": 0.007836,
        ""anger"": 0.048535
      }
    }
  }
}",en,0.379329,0.408385,0.130099,0.007836,0.048535
42,0:12:11,0:12:13,731,A tad?,The Thing,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 6,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.063403,
        ""joy"": 0.70575,
        ""fear"": 0.124789,
        ""disgust"": 0.023656,
        ""anger"": 0.019551
      }
    }
  }
}",en,0.063403,0.70575,0.124789,0.023656,0.019551
43,0:12:13,0:12:17,733,"Can't condone it much myself, but it is a short haul.",The Thing,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 53,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.213764,
        ""joy"": 0.059474,
        ""fear"": 0.020465,
        ""disgust"": 0.081077,
        ""anger"": 0.089279
      }
    }
  }
}",en,0.213764,0.059474,0.020465,0.081077,0.089279
44,0:12:17,0:12:19,737,"An hour there, an hour back.",The Thing,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 28,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.293148,
        ""joy"": 0.289194,
        ""fear"": 0.101577,
        ""disgust"": 0.019854,
        ""anger"": 0.104814
      }
    }
  }
}",en,0.293148,0.289194,0.101577,0.019854,0.104814
45,0:12:21,0:12:24,741,"Shit, Doc, I'll give you the lift. No problem.",The Thing,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 46,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.378085,
        ""joy"": 0.042584,
        ""fear"": 0.359372,
        ""disgust"": 0.027775,
        ""anger"": 0.093226
      }
    }
  }
}",en,0.378085,0.042584,0.359372,0.027775,0.093226
46,0:12:24,0:12:28,744," Forget it, Palmer.  Hey, thanks for thinking about it though.",The Thing,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 62,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.304691,
        ""joy"": 0.461402,
        ""fear"": 0.101027,
        ""disgust"": 0.022795,
        ""anger"": 0.073041
      }
    }
  }
}",en,0.304691,0.461402,0.101027,0.022795,0.073041
47,0:12:32,0:12:34,752,Loaded with kerosene. I count 15 cans.,The Thing,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 38,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.395157,
        ""joy"": 0.292733,
        ""fear"": 0.04921,
        ""disgust"": 0.018828,
        ""anger"": 0.054641
      }
    }
  }
}",en,0.395157,0.292733,0.04921,0.018828,0.054641
48,0:12:35,0:12:38,755,"MacReady! Mac, get your gear on!",The Thing,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 32,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.073747,
        ""joy"": 0.393959,
        ""fear"": 0.372397,
        ""disgust"": 0.040142,
        ""anger"": 0.040144
      }
    }
  }
}",en,0.073747,0.393959,0.372397,0.040142,0.040144
49,0:12:48,0:12:51,768," Mac, it may not clear up for a week.  Yeah.",The Thing,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 44,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.275114,
        ""joy"": 0.563525,
        ""fear"": 0.066062,
        ""disgust"": 0.016761,
        ""anger"": 0.036724
      }
    }
  }
}",en,0.275114,0.563525,0.066062,0.016761,0.036724
50,0:12:51,0:12:53,771," We're the closest ones to them.  It's all right by me, Doc.",The Thing,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 60,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.388345,
        ""joy"": 0.193118,
        ""fear"": 0.210012,
        ""disgust"": 0.004998,
        ""anger"": 0.041579
      }
    }
  }
}",en,0.388345,0.193118,0.210012,0.004998,0.041579
51,0:12:53,0:12:56,773,I'm just letting you know we're taking a chance.,The Thing,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 48,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.125342,
        ""joy"": 0.047839,
        ""fear"": 0.224644,
        ""disgust"": 0.041573,
        ""anger"": 0.199787
      }
    }
  }
}",en,0.125342,0.047839,0.224644,0.041573,0.199787
52,0:12:56,0:12:58,776,"Quit the griping, MacReady.",The Thing,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 27,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.178397,
        ""joy"": 0.15864,
        ""fear"": 0.290715,
        ""disgust"": 0.064932,
        ""anger"": 0.18329
      }
    }
  }
}",en,0.178397,0.15864,0.290715,0.064932,0.18329
53,0:12:58,0:13:0,778,"Those clouds keep moving over the sun, we're gonna get a whiteout.",The Thing,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 66,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.153809,
        ""joy"": 0.621527,
        ""fear"": 0.152889,
        ""disgust"": 0.00351,
        ""anger"": 0.022749
      }
    }
  }
}",en,0.153809,0.621527,0.152889,0.00351,0.022749
54,0:13:0,0:13:2,780,"We get caught in that, you can scratch one doctor and one pilot.",The Thing,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 64,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.11734,
        ""joy"": 0.134826,
        ""fear"": 0.376908,
        ""disgust"": 0.013191,
        ""anger"": 0.09713
      }
    }
  }
}",en,0.11734,0.134826,0.376908,0.013191,0.09713
55,0:13:3,0:13:5,783,This is real thin. It'll clear as soon as you get up.,The Thing,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 53,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.159074,
        ""joy"": 0.291624,
        ""fear"": 0.145357,
        ""disgust"": 0.037067,
        ""anger"": 0.077727
      }
    }
  }
}",en,0.159074,0.291624,0.145357,0.037067,0.077727
56,0:13:8,0:13:12,788,"It's up to you, Mac. If you don't wanna fly, we don't fly.",The Thing,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 58,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.436762,
        ""joy"": 0.129731,
        ""fear"": 0.15034,
        ""disgust"": 0.044645,
        ""anger"": 0.089235
      }
    }
  }
}",en,0.436762,0.129731,0.15034,0.044645,0.089235
57,0:13:13,0:13:15,793,"You really wanna save those crazy Swedes, huh?",The Thing,"{
  ""usage"": {
    ""text_units"": 1,
    ""text_characters"": 46,
    ""features"": 1
  },
  ""language"": ""en"",
  ""emotion"": {
    ""document"": {
      ""emotion"": {
        ""sadness"": 0.057123,
        ""joy"": 0.225009,
        ""fear"": 0.046919,
        ""disgust"": 0.092782,
        ""anger"": 0.185786
      }
    }
  }
}",en,0.057123,0.225009,0.046919,0.092782,0.185786
